itemId,locationId,project,type,availableForSupplyDate,BATCH,uom,quantity,PROCESSTYPE,expirationDate,SITEOWNER,ITEMOWNER,onHandPostDateTime,MEASURE,NODETYPE,LOB,lotNumber,STORE,CTOITEMID,CTOBOMID
CFGB10,LDC1, ,,2024-03-01,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-02,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-15,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-04,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-05,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-06,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-07,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-08,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-09,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-10,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-11,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-03,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-12,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-13,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-14,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-17,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-18,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-19,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-20,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-21,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-22,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-23,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-24,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-16,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-25,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-26,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-27,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-28,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-10,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-30,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-31,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-01,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-02,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-03,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-04,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-05,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-06,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-03-29,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-07,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-08,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-09,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-12,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-13,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-14,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-15,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-16,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-17,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-18,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-19,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-11,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-20,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-21,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-22,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-23,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-06,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-25,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-26,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-27,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-28,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-29,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-30,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-01,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-02,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-04-24,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-03,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-04,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-05,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-08,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-09,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-10,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-11,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-12,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-13,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-14,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-15,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-07,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-16,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-17,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-18,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-19,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-01,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-21,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-22,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-23,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGC02,LDC1,NETTING_CUST,,2023-10-23,DEFAULT,,1912,,2024-04-20,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2023-10-09,DEFAULT,,1854,,2024-04-06,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2024-01-15,DEFAULT,,911,,2024-07-13,,,,,,,,DEFAULT,,
CFGB10,LDC2, ,,2023-08-09,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC2, ,,2023-08-10,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC2, ,,2023-08-11,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC2, ,,2023-08-12,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC2, ,,2023-08-13,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC2, ,,2023-08-14,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC2, ,,2023-08-15,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC2, ,,2023-08-16,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC2, ,,2023-08-08,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC2, ,,2023-08-17,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC2, ,,2023-08-18,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC2, ,,2023-08-19,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,RDC, ,,2023-08-08,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,RDC, ,,2023-08-09,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,RDC, ,,2023-08-10,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,RDC, ,,2023-08-11,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,RDC, ,,2023-08-12,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,RDC, ,,2023-08-13,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-24,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-25,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-26,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-27,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-28,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-20,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-29,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-30,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-05-31,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-03,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-04,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-05,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-06,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-07,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-08,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-09,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-10,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-02,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-11,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-12,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-13,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-14,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-27,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-16,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-17,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-18,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-19,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-20,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-21,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-22,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-23,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-15,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-24,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-25,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-26,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-29,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-30,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-01,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-02,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-03,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-04,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-05,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-06,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-06-28,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-07,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-08,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-09,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-10,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-23,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-12,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-13,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-14,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-15,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-16,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-17,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-18,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-19,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-11,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-20,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-21,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-22,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-25,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-26,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-27,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-28,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-29,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-30,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-31,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-08-01,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-07-24,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-08-02,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-08-03,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGB10,LDC1, ,,2024-08-04,SKU_OH_B10,,1200,,2024-02-03,,,,,,,,SKU_OH_B10,,
CFGC02,LDC2,NETTING_CUST,,2023-08-11,DEFAULT,,345,,2024-02-07,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2023-08-20,DEFAULT,,492,,2024-02-16,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2023-10-16,DEFAULT,,2495,,2024-04-13,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2023-09-18,DEFAULT,,2475,,2024-03-16,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2023-11-20,DEFAULT,,1650,,2024-05-18,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2024-01-22,DEFAULT,,889,,2024-07-20,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2024-01-29,DEFAULT,,1138,,2024-07-27,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2023-08-08,DEFAULT,,499,,2024-02-04,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2023-08-11,DEFAULT,,499,,2024-02-07,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2023-11-06,DEFAULT,,2253,,2024-05-04,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2023-12-11,DEFAULT,,1354,,2024-06-08,,,,,,,,DEFAULT,,
CFGC02,LDC2,NETTING_CUST,,2023-08-08,DEFAULT,,345,,2024-02-04,,,,,,,,DEFAULT,,
CFGC02,LDC2,NETTING_CUST,,2023-08-20,DEFAULT,,441,,2024-02-16,,,,,,,,DEFAULT,,
CFGC02,LDC2,NETTING_CUST,,2023-08-17,DEFAULT,,441,,2024-02-13,,,,,,,,DEFAULT,,
CFGC02,LDC2,NETTING_CUST,,2023-08-12,DEFAULT,,345,,2024-02-08,,,,,,,,DEFAULT,,
CFGC02,LDC2,NETTING_CUST,,2023-10-09,DEFAULT,,2151,,2024-04-06,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2023-08-21,DEFAULT,,2312,,2024-02-17,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2023-08-16,DEFAULT,,492,,2024-02-12,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2023-08-15,DEFAULT,,492,,2024-02-11,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2023-10-02,DEFAULT,,2200,,2024-03-30,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2023-12-25,DEFAULT,,1366,,2024-06-22,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2024-01-08,DEFAULT,,728,,2024-07-06,,,,,,,,DEFAULT,,
CFGC02,LDC2,NETTING_CUST,,2023-08-07,DEFAULT,,345,,2024-02-03,,,,,,,,DEFAULT,,
CFGC02,LDC2,NETTING_CUST,,2023-08-28,DEFAULT,,2481,,2024-02-24,,,,,,,,DEFAULT,,
CFGC02,LDC2,NETTING_CUST,,2023-08-09,DEFAULT,,345,,2024-02-05,,,,,,,,DEFAULT,,
CFGC02,LDC2,NETTING_CUST,,2023-11-06,DEFAULT,,1394,,2024-05-04,,,,,,,,DEFAULT,,
CFGC02,LDC2,NETTING_CUST,,2023-10-02,DEFAULT,,1844,,2024-03-30,,,,,,,,DEFAULT,,
CFGC02,LDC2,NETTING_CUST,,2023-12-11,DEFAULT,,1135,,2024-06-08,,,,,,,,DEFAULT,,
CSFGBC02,Plant1,EXTRA_OH_TO_MEET_DEMAND,,2023-08-07,DEFAULT,,22734,,1970-01-01,,,,,,,,DEFAULT,,
CSFGBC03,Plant1,EXTRA_OH_TO_MEET_DEMAND,,2023-08-07,DEFAULT,,18326,,1970-01-01,,,,,,,,DEFAULT,,
CSFGBC01,Plant1,EXTRA_OH_TO_MEET_DEMAND,,2023-08-07,DEFAULT,,81372,,1970-01-01,,,,,,,,DEFAULT,,
CFGC02,LDC2,DYNDEP,,2023-08-07,DEFAULT,,3670,,2024-02-03,,,,,,,,DEFAULT,,
CFGC02,LDC1,DYNDEP,,2023-08-07,DEFAULT,,3651,,2024-02-03,,,,,,,,DEFAULT,,
CRMBA01,Plant1, ,,2023-08-07,SKU_OH,,139411,,2024-02-03,,,,,,,,SKU_OH,,
CFGC02,LDC2,NETTING_CUST,,2024-01-22,DEFAULT,,992,,2024-07-20,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2023-08-09,DEFAULT,,499,,2024-02-05,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2023-08-19,DEFAULT,,492,,2024-02-15,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2023-08-14,DEFAULT,,492,,2024-02-10,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2023-09-25,DEFAULT,,2139,,2024-03-23,,,,,,,,DEFAULT,,
CFGC02,LDC2,NETTING_CUST,,2023-08-21,DEFAULT,,2331,,2024-02-17,,,,,,,,DEFAULT,,
CFGC02,LDC2,NETTING_CUST,,2023-11-27,DEFAULT,,1608,,2024-05-25,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2023-08-07,DEFAULT,,499,,2024-02-03,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2023-08-12,DEFAULT,,499,,2024-02-08,,,,,,,,DEFAULT,,
CFGC02,LDC1,NETTING_CUST,,2023-11-13,DEFAULT,,2059,,2024-05-11,,,,,,,,DEFAULT,,
